"","RUL","Predicted_RUL"
"190",63.73067727,86.7707541248202
"191",74.14511452,89.1630757334211
"192",80.9427444,89.8636102794585
"193",76.32906642,84.347712367236
"194",61.34787632,92.5384684250641
"195",69.48502094,82.0139768384397
"196",78.26764166,79.8916821780888
"197",56.5340426,78.8174131588861
"198",72.77115369,93.271391430854
"199",72.96563914,75.0735551172573
"200",68.05637555,89.8660991148096
"201",71.769559,84.7321031920577
"202",63.23542575,78.2769450137269
"203",69.47819895,95.6209168720182
"204",62.38436039,90.7681136284281
"205",66.4495932,85.9729174499067
"206",53.6782616,92.035093942069
"207",76.00432297,89.5603190491859
"208",75.91286603,90.1081097172283
"209",85.29923234,83.2280212447909
"210",77.70438098,85.4759010370722
"211",89.87988329,89.0037496523681
"212",82.33558945,86.248615321961
"213",79.65352,79.4399224908892
"214",72.84147901,82.6951917997431
"215",94.42026927,82.7583605688594
"216",70.40972456,93.4274924322037
"217",83.92824343,90.8195281819154
"218",81.47126486,90.2136422022912
"219",92.37408422,86.2116588490129
"220",82.01309869,94.2468277399272
"221",78.82589839,84.9900421311188
"222",85.61563431,88.7121499618585
"223",82.26169956,87.3845126727607
"224",92.95449578,89.3958461424319
"225",76.95197359,87.3534506022174
"226",72.06683507,88.0431215389089
"227",62.78751453,80.7088841047725
"228",69.15952055,77.074445135069
"229",75.96523798,84.0309312218688
"230",86.71080046,92.0795092944695
"231",73.21061632,88.0369822871249
"232",86.34482241,90.2235909911672
"233",84.09120625,89.9548070847255
"234",73.74467616,91.4059417422196
"235",73.38979217,80.9669122817812
"236",83.82424259,82.6081065456572
"237",85.18040487,81.8383691695597
"238",84.34398522,86.2023176124621
"239",78.69890187,85.5460897643767
"240",87.66021862,87.1671962638959
"241",72.31618177,85.1921619341882
"242",69.66785292,84.1779674781448
"243",77.40507114,88.6352765360215
"244",97.04309987,83.7038854475549
"245",82.71751511,84.1908705210959
"246",78.15454252,84.6719132447309
"247",79.95417018,90.7142974020057
"248",79.4345703,83.4462829505335
"249",79.13876481,85.2258120511976
"250",75.63784866,80.027857218952
"251",85.47026976,94.8850135352095
"252",60.62056464,87.156316239374
"253",67.44084025,90.6532926821298
"254",76.91722977,83.1591365261906
"255",86.0707593,91.7710675128623
"256",80.55836286,88.828093315407
"257",88.13600229,91.144269921427
"258",84.3137701,82.9939762495418
"259",67.06484173,88.6826351018165
"260",73.27197109,84.2516508906022
"261",84.75610358,88.7885799649244
"262",62.39945299,82.8079331557377
"263",71.57905339,82.8785884200015
"264",74.54414659,89.829854987035
"265",70.71212824,81.2850302999227
"266",83.00587111,81.3394367499407
"267",71.65704027,87.4595380156808
"268",75.90326821,88.6474108166421
"269",58.94472984,81.6143436938357
"270",83.92877122,84.6115511896834
"271",72.4148234,91.6025718750405
"272",61.9054696,87.2144559517941
"273",85.71742508,89.0432325105301
"274",87.90052414,88.6728830927301
"275",79.87818192,83.1018990633396
"276",80.21016215,84.8556209389822
"277",66.93395976,90.6055082283151
"278",88.35957798,85.7294938928034
"279",82.82142244,97.1003050993361
"280",84.2951283,84.0021142663598
"281",73.47524142,92.2308210957376
"282",77.45511248,89.1651079749885
"283",86.74511265,82.8022874307098
"284",66.33781943,82.5237000497002
"285",83.84411925,85.9665299315396
"286",75.480118,91.2127950128284
"287",77.51884021,87.583272908287
"288",63.10430712,86.1543847946153
"289",76.38228099,82.6434857511707
"290",62.16648842,93.6558887028828
"291",60.18013951,83.8418872737336
"292",83.41252164,84.2045032474343
"293",73.28505292,88.8235295062402
"294",71.25446219,88.0133388046264
"295",67.67619775,82.7649671031586
"296",80.90726749,84.7529081115376
"297",69.72277416,87.5020906144657
"298",69.60965436,96.3052268753446
"299",68.08011989,85.1399400548477
"300",73.8739988,91.8410117727093
"301",70.3838959,87.9822613341936
"302",74.14658324,82.4676386328694
"303",69.12466822,83.5022228519762
"304",74.35503471,88.957787756516
"305",75.14387403,84.7859775087864
"306",92.11238112,91.4883869608808
"307",76.91489348,89.1658639931311
"308",79.5827941,85.6241987891829
"309",69.5980756,82.4426732125309
"310",81.16143659,85.9658716896836
"311",75.32882445,88.8752907726894
"312",59.6092421,88.9486619188991
"313",70.74874113,79.5315153578201
"314",72.33869254,86.7442342816336
"315",82.63333927,78.9490358781712
"316",76.93271608,89.3354298092471
"317",76.56052937,81.5990239632468
"318",77.22822918,86.2147209936036
"319",65.21837403,80.8972285434889
"320",83.24747865,90.0044774854807
"321",73.64406532,81.4186902084038
"322",86.80647657,85.9184734581535
"323",65.4409243,81.1723330260424
"324",82.57789028,89.5723116813884
"325",84.03823086,86.1880095929999
"326",76.7197164,82.6313554453072
"327",76.52628006,83.0793907340117
"328",78.14070774,81.8571348950386
"329",79.55557569,87.5150291638218
"330",74.07865833,89.7502666246376
"331",69.92851109,89.8173777579864
"332",79.05797961,89.0651039898846
"333",86.2375634,88.9279842752996
"334",76.33736116,91.1672215754353
"335",69.48512298,84.8737964461358
"336",87.7358456,89.8722217441035
"337",75.42361936,82.7685077252508
"338",71.67446811,89.9335141065964
"339",78.45690027,84.8544563572747
"340",70.86396335,85.0423459193222
"341",82.71503316,83.6576424368718
"342",71.05696143,83.3785057853194
"343",83.45772626,90.1818002509733
"344",74.13387896,82.4787278317848
"345",79.66643967,81.3505016941453
"346",88.30091475,84.2636626320317
"347",77.73644788,86.6909284291108
"348",74.20094842,88.9426766000328
"349",81.25386145,81.393268857186
"350",67.63300059,84.166202079835
"351",73.28708455,84.5657404510631
"352",82.34931993,85.3439894171285
"353",86.16373831,90.247541913241
"354",67.31196758,93.4245527432008
"355",73.11873822,85.7580658008982
"356",84.16861238,84.1933593519559
"357",86.00837098,78.5782816251625
"358",80.61735272,82.4055454274625
"359",74.79217157,85.3601805526791
"360",80.97510205,84.138992097714
"361",71.42145574,77.8691260602551
"362",75.64004594,78.0451053319801
"363",83.66796314,87.3654523746871
"364",82.87731772,85.3877314731734
"365",82.72673859,84.8083311228294
"366",86.46606113,85.5913479670243
"367",64.24984907,90.3028067217151
"368",78.94512307,86.524043089575
"369",94.63632038,86.5695269742104
"370",78.15004294,86.2097386060046
"371",71.37335502,80.6833817143379
"372",71.53943101,80.9560246268274
"373",82.67526228,87.8814378734484
"374",75.21919869,85.8003151742937
"375",86.24416771,89.1152067907778
"376",83.02256249,82.1056223919349
"377",75.16858075,89.5388714206993
"378",83.7838119,85.6556023026028
"379",81.0889842,94.7571696641394
"380",72.06483343,87.1626822648524
"381",69.58206733,79.8835577910935
"382",67.20624101,82.1196807297037
"383",80.37924335,87.7332538974107
"384",76.45206622,89.0928627987247
"385",87.47822765,94.7466333249467
"386",76.90552511,87.0301596824221
"387",75.50273132,82.003910814152
"388",73.52126149,79.7592436258173
"389",65.71745393,88.6636427606526
"390",72.81126657,84.9175719323622
"391",61.67482147,81.7131194003765
"392",62.03711909,78.4695815644929
"393",79.02855381,86.389632114553
"394",87.73434339,84.7236712155853
"395",73.91255815,78.0488605579945
"396",80.16961392,86.0438937289224
"397",67.4922421,80.6694401479261
"398",71.46069313,88.0266447960337
"399",72.98351897,92.2938165490453
"400",82.09596439,82.7264311576721
"401",83.96346641,84.352797063846
"402",67.40730137,85.6231213726461
"403",75.46856246,84.3349805532292
"404",64.87342139,83.3136835566356
"405",64.43400102,81.4364110893553
"406",81.58291861,83.8120962369817
"407",65.85982197,86.9619503047966
"408",71.11311121,83.0184728593832
"409",84.86505646,92.138274373692
"410",79.49013988,85.1841518883549
"411",85.3165198,86.9964552187036
"412",90.85100218,80.8514098642336
"413",69.28386043,82.5086110947839
"414",74.72650841,78.458879382877
"415",108.3642243,82.5831486164014
"416",98.39954751,92.0936100609514
"417",82.06430664,90.6101670603057
"418",79.34716857,92.1432275203525
"419",57.18842357,92.3380817142421
"420",84.81610783,77.3955909630115
"421",86.16196906,85.8036617934131
"422",73.96633601,85.9948141267945
"423",65.31295086,87.6177371996492
"424",71.71693912,83.7904186164151
"425",82.69671139,85.9088058931988
"426",78.15635933,87.4433250569589
"427",92.03351527,86.8591849052063
"428",85.45030655,87.101474043062
"429",65.18487381,87.5308538442489
"430",67.5983282,86.8805077082939
"431",76.03572261,84.7368331219144
"432",69.48135626,87.5156874241051
"433",73.63907931,89.7756164491024
"434",86.87595425,88.802264165355
"435",78.86460151,86.2462071031846
"436",87.83205181,86.530979437232
"437",85.37033685,89.1650403188565
"438",75.25527104,81.9858702116303
"439",82.63329303,91.6936354015116
"440",82.24690123,87.4684322564496
"441",69.1300242,91.9781009148499
"442",67.2743791,84.3564691911315
"443",79.24103894,87.4580284265834
"444",77.83253627,89.283908527326
"445",76.7743416,91.0650400449033
"446",81.92648347,89.1829247443517
"447",72.58297714,83.6770589652699
"448",76.76046561,74.26537597996
"449",72.64107504,86.7467152003542
"450",66.74592773,85.5871969927175
"451",67.21564378,80.1708098279343
"452",72.19635329,85.7282053591993
"453",84.02230984,82.5556034375177
"454",73.93792824,88.3349547924216
"455",69.14421802,86.7033522289917
"456",76.53630407,87.5172219066309
"457",91.30712431,80.7632188269532
"458",77.40845757,88.0458101536243
"459",93.65230073,87.7010921199801
"460",83.27275934,91.6288454039077
"461",77.35011173,81.2246719329578
"462",79.63083676,91.163624590373
"463",95.2128637,91.1251201738653
"464",82.64724267,82.4962144715936
"465",90.72197257,80.5594216938126
"466",89.61748781,91.8555733963807
"467",77.6608918,82.3407486155082
"468",81.75637552,81.796912235185
"469",77.84426779,76.6932680960225
"470",96.63498764,89.2592256832179
"471",81.34749781,86.7406336753107
"472",73.53309585,90.3687338187966
"473",74.97637137,89.4590887800034
"474",73.84993139,89.7916480327084
"475",85.73728152,86.4895057258218
"476",76.69136572,86.2601358235278
"477",84.80257812,88.5065991109252
"478",67.2214194,92.5954274866237
"479",71.75705529,86.4851695493776
"480",77.38621294,87.3504182822625
"481",76.12552553,87.028568168165
"482",91.31585493,81.3552799277623
"483",73.58229735,94.611925330054
"484",78.40150461,83.301319599031
"485",91.77670556,84.3107948108696
"486",77.92645102,90.2657463576393
"487",89.71064501,83.932326526913
"488",83.02852811,88.6013994411222
"489",86.62283486,84.7473624256228
"490",75.09439354,90.1105506199686
"491",80.42291744,83.256450415482
"492",90.24439179,91.7532951474066
"493",72.19429216,81.2374390096257
"494",72.74647339,90.7682921705546
"495",75.61387567,90.8889591406812
"496",76.80911539,89.4147028918365
"497",61.22124656,94.4212210150006
"498",84.90753777,80.814182596116
"499",63.15104778,90.2966405871281
"500",83.01797903,90.108550513367
"501",75.62635999,83.4269717348293
"502",83.24220561,84.6054006145488
"503",72.09840609,83.5491460045304
"504",88.29197522,86.1913197972379
"505",71.95769613,91.4006785785592
"506",71.07889566,83.4269505824662
"507",68.35972722,79.0232819742662
"508",75.17602566,96.6549151316834
"509",71.85278519,85.223918738283
"510",72.42817638,81.2577395845426
"511",78.39874776,78.2466024723863
"512",68.9575141,82.0504039024944
"513",78.60363226,83.2686828341495
"514",80.41709532,83.9976399367381
"515",73.3235911,73.1345740928013
"516",101.5090686,86.4526341079284
"517",99.19131955,86.9434061634021
"518",93.4499577,86.9986506373949
"519",79.81067561,89.2716412820017
"520",85.59462472,81.8672250180495
"521",96.29614417,85.8047587137263
"522",94.05025729,87.0695719595583
"523",99.96138462,86.4517294249074
"524",88.68297609,82.0625306172187
"525",100.093176,82.9681688643231
"526",95.37948082,83.4868193661131
"527",94.78108854,78.8054592252054
"528",79.23426897,81.6421829790586
"529",106.5729408,82.1699026445775
"530",97.63570253,93.6347335660882
"531",92.63933844,91.4963464669848
"532",88.05432444,91.0724143214969
"533",104.780233,87.6989259692262
"534",99.51340836,85.5192471152241
"535",97.22038895,84.645402594713
"536",85.23262287,83.0647417647416
"537",83.37119762,95.5097746984109
"538",100.3933703,84.6617997143677
"539",90.13409843,90.1013213133223
"540",87.1774573,88.2384181684948
"541",95.95000919,84.1793621757995
"542",89.56867583,85.412554239495
"543",94.15244219,81.8560497853837
"544",91.05049166,82.5713368013453
"545",99.61397194,81.6824822009065
"546",99.34489421,85.9392406422958
"547",98.89820071,84.9739532120272
"548",97.3853324,90.8707466127416
"549",90.80494236,83.141481178839
"550",87.81706772,85.2317895670598
"551",92.95853715,84.8041860837788
"552",97.5939297,92.0528405940219
"553",91.3769963,87.8680993666852
"554",78.55105428,83.7352740205146
"555",108.2620697,81.3239269212502
"556",96.03458693,92.6464870530887
"557",95.37197153,82.0043472198729
"558",78.50078357,82.3139364407718
"559",85.18408809,86.0901813648921
"560",88.21481989,89.4703537518674
"561",104.7714916,89.7790679757843
"562",102.0484715,82.4629452449177
"563",85.79721411,91.5244252278934
"564",84.3340115,87.3127145281249
"565",82.44479701,87.5763739084834
"566",96.58043531,85.3353696764673
"567",95.62504547,82.143937888148
"568",90.49120156,83.5967038741782
"569",95.39996324,82.5825238965784
"570",109.113445,85.1317290748798
"571",96.04364922,85.8252853417471
"572",104.1856095,87.6410136784781
"573",102.6838792,85.3918166728381
"574",84.20405452,86.680600991035
"575",83.77387265,90.4558411604293
"576",94.73030885,87.2038506976802
"577",87.00551241,86.0559852224258
"578",99.86672232,85.6744033053524
"579",105.4153538,92.3798903530436
"580",94.79147119,82.9842074961634
"581",83.20390264,88.8270383878714
"582",86.43008132,83.4010156702719
"583",102.8334637,92.8452927142717
"584",88.56848385,91.3300687667652
"585",94.69543243,83.3961124463925
"586",85.8445488,83.34442914145
"587",89.29808425,82.2717897885858
"588",93.69545626,89.5788963696839
"589",95.4876145,87.2303289572001
"590",94.61191969,87.4352776800848
"591",91.44762345,85.9320508784982
"592",89.13932388,90.7314014516253
"593",108.5743254,87.9267106352831
"594",77.4195736,75.8397846744996
"595",104.9818458,86.0859587695823
"596",95.19028237,83.948865139371
"597",90.95838536,88.698558970926
"598",92.48419797,81.9774616596091
"599",93.56663728,98.0215875128643
"600",102.2073979,82.6221096441385
"601",82.67327646,84.5335450508402
"602",83.0888007,90.9569052859258
"603",96.44598713,83.211605282582
"604",85.01362485,89.6552084627219
"605",85.29822866,81.2436421391022
"606",77.74260473,84.9823522386541
"607",95.5101538,89.61182364582
"608",99.87964144,89.8994327263836
"609",106.0480021,81.6947890423505
"610",92.45977197,83.9591897213998
"611",95.71444485,82.8307129321359
"612",83.23344099,89.8193356672274
"613",93.55141774,90.7409997114915
"614",86.70498993,88.4720921512648
"615",98.71819321,85.0572708002105
"616",88.60821851,81.750350306256
"617",89.08524735,87.1951022126629
"618",94.93024061,91.396282306302
"619",98.959304,91.8557401884168
"620",92.28619858,82.7346533660842
"621",94.14326475,85.6686314628885
"622",103.4631402,88.2743080791315
"623",98.53857455,83.7108354340923
"624",101.7161682,83.1509497085648
"625",104.5944406,86.1457640873128
"626",97.74433946,84.1817721468101
"627",87.60280388,86.62840441234
"628",86.7542282,88.3152204690168
"629",103.8603453,85.895397495597
"630",103.9168592,82.1256486751867
"631",83.84684401,83.6412965854046
"632",99.46770698,83.2930134705846
"633",101.4363583,93.5903274150758
"634",108.2150354,82.2785828594478
"635",93.51514323,88.9193723227652
"636",109.1758743,83.7714987541554
"637",92.9433074,93.8821897326068
"638",109.5287136,96.0161854053776
"639",102.2678801,81.1485373220413
"640",101.9132617,77.1237243869691
"641",99.28568978,79.3542909925007
"642",96.20762377,84.0977720192864
"643",104.0967709,85.2945152283857
"644",106.3149904,91.8331076362672
"645",83.46395867,87.6822890305781
"646",92.44444983,88.6435000732361
"647",96.80691573,93.2843313277316
"648",111.8229495,89.4528930487661
"649",102.2663678,88.103472353733
"650",88.09880107,81.3090004090347
"651",97.74908205,80.6328390710775
"652",88.67938852,92.8671331973038
"653",101.2978208,92.3427960730538
"654",100.6692355,87.9886260010591
"655",111.7318795,84.9532701689065
"656",108.9803662,82.6257768937939
"657",89.4071107,89.4305293038011
"658",88.19300501,84.1031442651559
"659",92.55138298,85.3403871396605
"660",98.04896415,88.2373012749257
"661",98.11574603,84.4522667811595
"662",107.5863883,92.5901251212328
"663",97.04649297,92.7309634772356
"664",103.9461089,91.5002841301126
"665",90.64928928,90.680273973568
"666",95.91134697,88.5345253257986
"667",93.42918002,91.1486509389301
"668",97.63983435,85.1887730915264
"669",89.09601254,91.8983905486573
"670",103.308561,90.5520776664723
"671",90.67851102,90.0468782745863
"672",91.56906767,85.0023618331044
"673",100.7164495,85.7980669446121
"674",95.36554355,83.2226659029845
"675",100.8207185,85.277591009493
"676",86.17095861,91.9061801045348
"677",72.7167522,84.1034676926905
"678",72.91318095,84.6745489999058
"679",67.64827395,82.8360240811083
"680",60.63118951,88.7969379971083
"681",92.41653557,95.7000832367559
"682",82.23016092,82.4314808410379
"683",73.4284968,86.6333408833638
"684",65.70809587,86.6244595441396
"685",81.7428699,85.3981856160387
"686",72.79886883,86.6642743325513
"687",79.98642803,82.0332035847898
"688",77.04664505,80.543202819364
"689",70.40793281,77.020326688129
"690",72.51751548,89.2317558369284
"691",69.27875956,89.3485968900922
"692",77.39240289,81.8237563774745
"693",66.45018968,84.1873616565203
"694",77.31571346,89.9846289752869
"695",79.2780486,83.3756129946416
"696",80.30046764,81.7246849918095
"697",81.15596292,88.8965516060423
"698",68.23956406,83.9172992936829
"699",73.32644102,86.4947784226298
"700",72.54495468,86.9683554813239
"701",74.89602777,90.4477971433217
"702",61.84388693,80.2310510397419
"703",62.10849771,82.6454078406607
"704",65.95187658,88.5149463143543
"705",68.62507824,87.7866293221669
"706",73.27869023,85.8587272864202
"707",74.63121533,87.6989499071379
"708",68.63475933,79.7473389179714
"709",80.79139328,80.6258318352882
"710",83.24623836,87.7941048823235
"711",74.79931164,79.5039647597598
"712",75.23281665,86.7948978310673
"713",83.00545358,88.802943688356
"714",81.4418471,87.7647469862748
"715",78.90231331,93.8128285889442
"716",77.70465079,83.2034379812526
"717",97.04398218,85.2960663507665
"718",70.55863705,87.9475631975675
"719",88.8954969,80.585575384051
"720",72.76403571,80.5585713512761
"721",75.60232187,88.5574817788666
"722",52.83850679,84.9016142819231
"723",84.78949909,85.7574593193315
"724",83.04691639,86.4295494001792
"725",85.14900567,90.8281491750662
"726",65.64156929,81.3088666156464
"727",61.6327056,88.7527498641179
"728",66.05110283,82.0631741821188
"729",66.99539354,83.0270025919204
"730",86.75849084,86.3717345795957
"731",79.39305859,87.3306275904859
"732",69.00351803,87.7458479597874
"733",73.83241878,83.6824823241077
"734",65.00271524,92.9145922045507
"735",59.85201861,73.9518075978027
"736",74.54724044,87.8271014454841
"737",83.13137966,82.8115829131334
"738",65.83013777,84.0536770494505
"739",88.30470211,83.6354791676105
"740",62.63600316,83.2853892499403
"741",78.72121597,81.6820504427218
"742",79.51920657,89.4791720268709
"743",76.97324686,79.3933375561357
"744",80.9944588,77.8573325972376
"745",86.16191375,86.1163545871464
"746",70.34057246,81.2907942483245
"747",94.93318688,80.2715295554594
"748",65.83829648,83.4108581983293
"749",75.05519304,91.5529383918823
"750",80.11053451,90.6752003320832
"751",92.27082958,85.0773014051696
"752",77.92537234,81.7206253277005
"753",71.73813355,78.9991064195522
"754",64.52899072,93.5778952106811
"755",78.28686377,86.8705731869089
"756",67.88443247,83.8475803301419
"757",75.26662892,79.529478970658
"758",67.073909,90.8622950584502
"759",83.97785041,93.2550398496255
"760",69.75531484,93.9524602685914
"761",68.49600569,87.3832305814177
"762",64.40546374,78.655785623278
"763",73.20547256,89.1254678264803
"764",77.89341682,89.0574309552689
"765",67.89880563,84.3854076973454
"766",60.0424622,86.4649115541054
"767",74.94576681,82.8713325475524
"768",65.62102147,77.7301980570379
"769",76.14751516,91.0719677861153
"770",70.17861184,91.1442264978872
"771",55.89290741,85.2152118420645
"772",60.90256757,83.7783407850657
"773",82.25595682,83.4208425871432
"774",85.63822333,88.910856808153
"775",79.87987623,85.4043178785842
"776",74.22358833,85.8892624706506
"777",76.43031195,95.7200017311177
"778",79.31525409,81.9545925353929
"779",79.68694811,90.7963804290955
"780",80.83547959,89.5456064133054
"781",70.21570653,90.375352048636
"782",75.04718867,77.3507474733848
"783",75.20811618,81.309211144699
"784",69.04488469,86.6577669743512
"785",78.32871969,89.4786442508208
"786",78.98984077,87.6247527772931
"787",66.96975509,87.4324385488758
"788",76.33296098,78.8740846498462
"789",76.74339485,79.4293629361816
"790",78.39301544,76.7251180305732
"791",76.81205887,86.9128385180473
"792",75.64632973,80.3070204600782
"793",88.69131965,82.696601187743
"794",72.75030016,88.4229339496224
"795",86.25107288,83.8081269041739
"796",72.0254796,89.2642243155808
"797",60.80415624,92.7313006190975
"798",74.99731905,83.7223866256631
"799",72.06724303,88.2424572083124
"800",88.40418833,88.7330914894754
"801",73.60343881,83.3378890509394
"802",84.57172869,89.9720083402318
"803",69.56397566,87.6687043846489
"804",59.20333423,81.675152378158
"805",86.05263515,93.2827462082495
"806",71.53788875,85.2320925788957
"807",77.21540956,81.6876188600273
"808",71.55801566,95.4549798226913
"809",83.81684773,85.7352630821335
"810",80.04797499,81.0955669870771
"811",65.86753155,83.7298700773272
"812",76.16185747,80.9421801898219
"813",70.39606599,82.0902090504509
"814",62.58070419,89.4646243941095
"815",66.38927775,84.1264045868671
"816",79.6157484,81.6205243454583
"817",70.87486521,82.656195109177
"818",71.30185967,83.2841309944552
"819",74.87139107,86.6798705901373
"820",69.96207361,82.1100696976815
"821",57.77782202,83.3891844357866
"822",68.136328,83.6969887004977
"823",77.76514488,84.3500029555424
"824",73.99135877,89.103359390326
"825",48.03824312,86.9608388839837
"826",73.67678846,85.2263512583397
"827",78.89802888,94.4482255481711
"828",82.06146363,89.8410521570259
"829",68.59575725,90.5166971785992
"830",74.48473626,86.0641258541923
"831",76.99484307,83.7035093577741
"832",73.11390512,92.801779780466
"833",66.79319028,78.5915170921803
"834",71.06511486,89.6689037070448
"835",75.39138827,87.241331067591
"836",84.04023652,87.7808433631851
"837",77.606107,91.4961569519172
"838",76.12876535,81.8472983892092
"839",71.27685972,89.6628852373956
"840",72.06889065,87.3559875195363
"841",74.37524356,79.4158257329775
"842",69.52089685,91.3856681245311
"843",74.2220151,86.9822511590048
"844",81.21274477,83.6648147710279
"845",57.34900341,81.565760468368
"846",73.77776368,90.0405177141588
"847",74.3057068,92.8371796791466
"848",73.36029034,88.3876793789294
"849",81.47476859,91.2667934976339
"850",66.75321755,86.0173890757017
"851",74.8849968,87.2725600720918
